paragraph	chapter	sentences
1493	XXVII	Dix auditeurs étaient encore là, et parmi eux l'honnête Passepartout, qui écoutait de toutes ses oreilles.
1493	XXVII	Ce fut ainsi qu'il apprit «comment, après de longues persécutions, Smyth reparut dans l'Illinois et fonda en 1839, sur les bords du Mississippi, Nauvoo-la-Belle, dont la population s'éleva jusqu'à vingt-cinq mille âmes; comment Smyth en devint le maire, le juge suprême et le général en chef; comment, en 1843, il posa sa candidature à la présidence des États-Unis, et comment enfin, attiré dans un guet-apens, à Carthage, il fut jeté en prison et assassiné par une bande d'hommes masqués.»
1494	XXVII	En ce moment, Passepartout était absolument seul dans le wagon, et l'elder, le regardant en face, le fascinant par ses paroles, lui rappela que, deux ans après l'assassinat de Smyth, son successeur, le prophète inspiré, Brigham Young, abandonnant Nauvoo, vint s'établir aux bords du lac Salé, et que là, sur cet admirable territoire, au milieu de cette contrée fertile, sur le chemin des émigrants qui traversaient l'Utah pour se rendre en Californie, la nouvelle colonie, grâce aux principes polygames du mormonisme, prit une extension énorme.
1495	XXVII	«Et voilà, ajouta William Hitch, voilà pourquoi la jalousie du Congrès s'est exercée contre nous!
1495	XXVII	pourquoi les soldats de l'Union ont foulé le sol de l'Utah!
1495	XXVII	pourquoi notre chef, le prophète Brigham Young, a été emprisonné au mépris de toute justice!
1495	XXVII	Céderons-nous à la force?
1495	XXVII	Jamais!
1495	XXVII	Chassés du Vermont, chassés de l'Illinois, chassés de l'Ohio, chassés du Missouri, chassés de l'Utah, nous retrouverons encore quelque territoire indépendant où nous planterons notre tente...
1495	XXVII	Et vous, mon fidèle, ajouta l'elder en fixant sur son unique auditeur des regards courroucés, planterez-vous la vôtre à l'ombre de notre drapeau?
1496	XXVII	--Non», répondit bravement Passepartout, qui s'enfuit à son tour, laissant l'énergumène prêcher dans le désert.
1497	XXVII	Mais pendant cette conférence, le train avait marché rapidement, et, vers midi et demi, il touchait à sa pointe nord-ouest le grand lac Salé.
1497	XXVII	De là, on pouvait embrasser, sur un vaste périmètre, l'aspect de cette mer intérieure, qui porte aussi le nom de mer Morte et dans laquelle se jette un Jourdain d'Amérique.
1497	XXVII	Lac admirable, encadré de belles roches sauvages, à larges assises, encroûtées de sel blanc, superbe nappe d'eau qui couvrait autrefois un espace plus considérable; mais avec le temps, ses bords, montant peu à peu, ont réduit sa superficie en accroissant sa profondeur.
1498	XXVII	Le lac Salé, long de soixante-dix milles environ, large de trente-cinq, est situé à trois mille huit cents pieds au-dessus du niveau de la mer.
1498	XXVII	Bien différent du lac Asphaltite, dont la dépression accuse douze cents pieds au-dessous, sa salure est considérable, et ses eaux tiennent en dissolution le quart de leur poids de matière solide.
1498	XXVII	Leur pesanteur spécifique est de 1 170, celle de l'eau distillée étant 1 000.
1498	XXVII	Aussi les poissons n'y peuvent vivre.
1498	XXVII	Ceux qu'y jettent le Jourdain, le Weber et autres creeks, y périssent bientôt; mais il n'est pas vrai que la densité de ses eaux soit telle qu'un homme n'y puisse plonger.
1499	XXVII	Autour du lac, la campagne était admirablement cultivée, car les Mormons s'entendent aux travaux de la terre: des ranchos et des corrals pour les animaux domestiques, des champs de blé, de maïs, de sorgho, des prairies luxuriantes, partout des haies de rosiers sauvages, des bouquets d'acacias et d'euphorbes, tel eût été l'aspect de cette contrée, six mois plus tard; mais en ce moment le sol disparaissait sous une mince couche de neige, qui le poudrait légèrement.
1500	XXVII	À deux heures, les voyageurs descendaient à la station d'Ogden.
1500	XXVII	Le train ne devant repartir qu'à six heures, Mr.
1500	XXVII	Fogg, Mrs.
1500	XXVII	Aouda et leurs deux compagnons avaient donc le temps de se rendre à la Cité des Saints par le petit embranchement qui se détache de la station d'Ogden.
1500	XXVII	Deux heures suffisaient à visiter cette ville absolument américaine et, comme telle, bâtie sur le patron de toutes les villes de l'Union, vastes échiquiers à longues lignes froides, avec la «tristesse lugubre des angles droits», suivant l'expression de Victor Hugo.
1500	XXVII	Le fondateur de la Cité des Saints ne pouvait échapper à ce besoin de symétrie qui distingue les Anglo-Saxons.
1500	XXVII	Dans ce singulier pays, où les hommes ne sont certainement pas à la hauteur des institutions, tout se fait «carrément», les villes, les maisons et les sottises.
1501	XXVII	À trois heures, les voyageurs se promenaient donc par les rues de la cité, bâtie entre la rive du Jourdain et les premières ondulations des monts Wahsatch.
1501	XXVII	Ils y remarquèrent peu ou point d'églises, mais, comme monuments, la maison du prophète, la Court-house et l'arsenal; puis, des maisons de brique bleuâtre avec vérandas et galeries, entourées de jardins, bordées d'acacias, de palmiers et de caroubiers.
1501	XXVII	Un mur d'argile et de cailloux, construit en 1853, ceignait la ville.
1501	XXVII	Dans la principale rue, où se tient le marché, s'élevaient quelques hôtels ornés de pavillons, et entre autres Lake-Salt-house.
1502	XXVII	Mr.
1502	XXVII	Fogg et ses compagnons ne trouvèrent pas la cité fort peuplée.
1502	XXVII	Les rues étaient presque désertes,--sauf toutefois la partie du Temple, qu'ils n'atteignirent qu'après avoir traversé plusieurs quartiers entourés de palissades.
1502	XXVII	Les femmes étaient assez nombreuses, ce qui s'explique par la composition singulière des ménages mormons.
1502	XXVII	Il ne faut pas croire, cependant, que tous les Mormons soient polygames.
1502	XXVII	On est libre, mais il est bon de remarquer que ce sont les citoyennes de l'Utah qui tiennent surtout à être épousées, car, suivant la religion du pays, le ciel mormon n'admet point à la possession de ses béatitudes les célibataires du sexe féminin.
1502	XXVII	Ces pauvres créatures ne paraissaient ni aisées ni heureuses.
1502	XXVII	Quelques-unes, les plus riches sans doute, portaient une jaquette de soie noire ouverte à la taille, sous une capuche ou un châle fort modeste.
1502	XXVII	Les autres n'étaient vêtues que d'indienne.
1503	XXVII	Passepartout, lui, en sa qualité de garçon convaincu, ne regardait pas sans un certain effroi ces Mormones chargées de faire à plusieurs le bonheur d'un seul Mormon.
1503	XXVII	Dans son bon sens, c'était le mari qu'il plaignait surtout.
1503	XXVII	Cela lui paraissait terrible d'avoir à guider tant de dames à la fois au travers des vicissitudes de la vie, à les conduire ainsi en troupe jusqu'au paradis mormon, avec cette perspective de les y retrouver pour l'éternité en compagnie du glorieux Smyth, qui devait faire l'ornement de ce lieu de délices.
1503	XXVII	Décidément, il ne se sentait pas la vocation, et il trouvait--peut-être s'abusait-il en ceci--que les citoyennes de Great-Lake-City jetaient sur sa personne des regards un peu inquiétants.
1504	XXVII	Très heureusement, son séjour dans la Cité des Saints ne devait pas se prolonger.
1504	XXVII	À quatre heures moins quelques minutes, les voyageurs se retrouvaient à la gare et reprenaient leur place dans leurs wagons.
1505	XXVII	Le coup de sifflet se fit entendre; mais au moment où les roues motrices de la locomotive, patinant sur les rails, commençaient à imprimer au train quelque vitesse, ces cris: «Arrêtez!
1505	XXVII	arrêtez!»
1505	XXVII	retentirent.
1506	XXVII	On n'arrête pas un train en marche.
1506	XXVII	Le gentleman qui proférait ces cris était évidemment un Mormon attardé.
1506	XXVII	Il courait à perdre haleine.
1506	XXVII	Heureusement pour lui, la gare n'avait ni portes ni barrières.
1506	XXVII	Il s'élança donc sur la voie, sauta sur le marchepied de la dernière voiture, et tomba essoufflé sur une des banquettes du wagon.
1507	XXVII	Passepartout, qui avait suivi avec émotion les incidents de cette gymnastique, vint contempler ce retardataire, auquel il s'intéressa vivement, quand il apprit que ce citoyen de l'Utah n'avait ainsi pris la fuite qu'à la suite d'une scène de ménage.
1508	XXVII	Lorsque le Mormon eut repris haleine, Passepartout se hasarda à lui demander poliment combien il avait de femmes, à lui tout seul,--et à la façon dont il venait de décamper, il lui en supposait une vingtaine au moins.
1509	XXVII	«Une, monsieur!
1509	XXVII	répondit le Mormon en levant les bras au ciel, une, et c'était assez!»
1510	XXVIII	XXVIII
1511	XXVIII	DANS LEQUEL PASSEPARTOUT NE PUT PARVENIR À FAIRE ENTENDRE LE LANGAGE DE LA RAISON
1512	XXVIII	Le train, en quittant Great-Salt-Lake et la station d'Ogden, s'éleva pendant une heure vers le nord, jusqu'à Weber-river, ayant franchi neuf cents milles environ depuis San Francisco.
1512	XXVIII	À partir de ce point, il reprit la direction de l'est à travers le massif accidenté des monts Wahsatch.
1512	XXVIII	C'est dans cette partie du territoire, comprise entre ces montagnes et les montagnes Rocheuses proprement dites, que les ingénieurs américains ont été aux prises avec les plus sérieuses difficultés.
1512	XXVIII	Aussi, dans ce parcours, la subvention du gouvernement de l'Union s'est-elle élevée à quarante-huit mille dollars par mille, tandis qu'elle n'était que de seize mille dollars en plaine; mais les ingénieurs, ainsi qu'il a été dit, n'ont pas violenté la nature, ils ont rusé avec elle, tournant les difficultés, et pour atteindre le grand bassin, un seul tunnel, long de quatorze mille pieds, a été percé dans tout le parcours du rail-road.
1513	XXVIII	C'était au lac Salé même que le tracé avait atteint jusqu'alors sa plus haute cote d'altitude.
1513	XXVIII	Depuis ce point, son profil décrivait une courbe très allongée, s'abaissant vers la vallée du Bitter-creek, pour remonter jusqu'au point de partage des eaux entre l'Atlantique et le Pacifique.
1513	XXVIII	Les rios étaient nombreux dans cette montagneuse région.
1513	XXVIII	Il fallut franchir sur des ponceaux le Muddy, le Green et autres.
1513	XXVIII	Passepartout était devenu plus impatient à mesure qu'il s'approchait du but.
1513	XXVIII	Mais Fix, à son tour, aurait voulu être déjà sorti de cette difficile contrée.
1513	XXVIII	Il craignait les retards, il redoutait les accidents, et était plus pressé que Phileas Fogg lui-même de mettre le pied sur la terre anglaise!
1514	XXVIII	À dix heures du soir, le train s'arrêtait à la station de Fort-Bridger, qu'il quitta presque aussitôt, et, vingt milles plus loin, il entrait dans l'État de Wyoming,--l'ancien Dakota--, en suivant toute la vallée du Bitter-creek, d'où s'écoulent une partie des eaux qui forment le système hydrographique du Colorado.
1515	XXVIII	Le lendemain, 7 décembre, il y eut un quart d'heure d'arrêt à la station de Green-river.
1515	XXVIII	La neige avait tombé pendant la nuit assez abondamment, mais, mêlée à de la pluie, à demi fondue, elle ne pouvait gêner la marche du train.
1515	XXVIII	Toutefois, ce mauvais temps ne laissa pas d'inquiéter Passepartout, car l'accumulation des neiges, en embourbant les roues des wagons, eût certainement compromis le voyage.
1516	XXVIII	«Aussi, quelle idée, se disait-il, mon maître a-t-il eue de voyager pendant l'hiver!
1516	XXVIII	Ne pouvait-il attendre la belle saison pour augmenter ses chances?»
1517	XXVIII	Mais, en ce moment, où l'honnête garçon ne se préoccupait que de l'état du ciel et de l'abaissement de la température, Mrs.
1517	XXVIII	Aouda éprouvait des craintes plus vives, qui provenaient d'une tout autre cause.
1518	XXVIII	En effet, quelques voyageurs étaient descendus de leur wagon, et se promenaient sur le quai de la gare de Green-river, en attendant le départ du train.
1518	XXVIII	Or, à travers la vitre, la jeune femme reconnut parmi eux le colonel Stamp W.
1518	XXVIII	Proctor, cet Américain qui s'était si grossièrement comporté à l'égard de Phileas Fogg pendant le meeting de San Francisco.
1518	XXVIII	Mrs.
1518	XXVIII	Aouda, ne voulant pas être vue, se rejeta en arrière.
1519	XXVIII	Cette circonstance impressionna vivement la jeune femme.
1519	XXVIII	Elle s'était attachée à l'homme qui, si froidement que ce fût, lui donnait chaque jour les marques du plus absolu dévouement.
1519	XXVIII	Elle ne comprenait pas, sans doute, toute la profondeur du sentiment que lui inspirait son sauveur, et à ce sentiment elle ne donnait encore que le nom de reconnaissance, mais, à son insu, il y avait plus que cela.
1519	XXVIII	Aussi son coeur se serra-t-il, quand elle reconnut le grossier personnage auquel Mr.
1519	XXVIII	Fogg voulait tôt ou tard demander raison de sa conduite.
1519	XXVIII	Évidemment, c'était le hasard seul qui avait amené dans ce train le colonel Proctor, mais enfin il y était, et il fallait empêcher à tout prix que Phileas Fogg aperçut son adversaire.
1520	XXVIII	Mrs.
1520	XXVIII	Aouda, lorsque le train se fut remis en route, profita d'un moment où sommeillait Mr.
1520	XXVIII	Fogg pour mettre Fix et Passepartout au courant de la situation.
1521	XXVIII	«Ce Proctor est dans le train!
1521	XXVIII	s'écria Fix.
1521	XXVIII	Eh bien, rassurez-vous, madame, avant d'avoir affaire au sieur... à Mr.
1521	XXVIII	Fogg, il aura affaire à moi!
1521	XXVIII	Il me semble que, dans tout ceci, c'est encore moi qui ai reçu les plus graves insultes!
1522	XXVIII	--Et, de plus, ajouta Passepartout, je me charge de lui, tout colonel qu'il est.
1523	XXVIII	--Monsieur Fix, reprit Mrs.
1523	XXVIII	Aouda, Mr.
1523	XXVIII	Fogg ne laissera à personne le soin de le venger.
1523	XXVIII	Il est homme, il l'a dit, à revenir en Amérique pour retrouver cet insulteur.
1523	XXVIII	Si donc il aperçoit le colonel Proctor, nous ne pourrons empêcher une rencontre, qui peut amener de déplorables résultats.
1523	XXVIII	Il faut donc qu'il ne le voie pas.
1524	XXVIII	--Vous avez raison, madame, répondit Fix, une rencontre pourrait tout perdre.
1524	XXVIII	Vainqueur ou vaincu, Mr.
1524	XXVIII	Fogg serait retardé, et...
1525	XXVIII	--Et, ajouta Passepartout, cela ferait le jeu des gentlemen du Reform-Club.
1525	XXVIII	Dans quatre jours nous serons à New York!
1525	XXVIII	Eh bien, si pendant quatre jours mon maître ne quitte pas son wagon, on peut espérer que le hasard ne le mettra pas face à face avec ce maudit Américain, que Dieu confonde!
1525	XXVIII	Or, nous saurons bien l'empêcher...»
1526	XXVIII	La conversation fut suspendue.
1526	XXVIII	Mr.
1526	XXVIII	Fogg s'était réveillé, et regardait la campagne à travers la vitre tachetée de neige.
1526	XXVIII	Mais, plus tard, et sans être entendu de son maître ni de Mrs.
1526	XXVIII	Aouda, Passepartout dit à l'inspecteur de police:
1527	XXVIII	«Est-ce que vraiment vous vous battriez pour lui?
1528	XXVIII	--Je ferai tout pour le ramener vivant en Europe!»
1528	XXVIII	répondit simplement Fix, d'un ton qui marquait une implacable volonté.
1529	XXVIII	Passepartout sentit comme un frisson lui courir par le corps, mais ses convictions à l'endroit de son maître ne faiblirent pas.
1530	XXVIII	Et maintenant, y avait-il un moyen quelconque de retenir Mr.
1530	XXVIII	Fogg dans ce compartiment pour prévenir toute rencontre entre le colonel et lui?
1530	XXVIII	Cela ne pouvait être difficile, le gentleman étant d'un naturel peu remuant et peu curieux.
1530	XXVIII	En tout cas, l'inspecteur de police crut avoir trouvé ce moyen, car, quelques instants plus tard, il disait à Phileas Fogg:
1531	XXVIII	«Ce sont de longues et lentes heures, monsieur, que celles que l'on passe ainsi en chemin de fer.
1532	XXVIII	--En effet, répondit le gentleman, mais elles passent.
1533	XXVIII	--À bord des paquebots, reprit l'inspecteur, vous aviez l'habitude de faire votre whist?
1534	XXVIII	--Oui, répondit Phileas Fogg, mais ici ce serait difficile.
1534	XXVIII	Je n'ai ni cartes ni partenaires.
1535	XXVIII	--Oh!
1535	XXVIII	les cartes, nous trouverons bien à les acheter.
1535	XXVIII	On vend de tout dans les wagons américains.
1535	XXVIII	Quant aux partenaires, si, par hasard, madame...
1536	XXVIII	--Certainement, monsieur, répondit vivement la jeune femme, je connais le whist.
1536	XXVIII	Cela fait partie de l'éducation anglaise.
1537	XXVIII	--Et moi, reprit Fix, j'ai quelques prétentions à bien jouer ce jeu.
1537	XXVIII	Or, à nous trois et un mort...
1538	XXVIII	--Comme il vous plaira, monsieur», répondit Phileas Fogg, enchanté de reprendre son jeu favori--, même en chemin de fer.
1539	XXVIII	Passepartout fut dépêché à la recherche du steward, et il revint bientôt avec deux jeux complets, des fiches, des jetons et une tablette recouverte de drap.
1539	XXVIII	Rien ne manquait.
1539	XXVIII	Le jeu commença.
1539	XXVIII	Mrs.
1539	XXVIII	Aouda savait très suffisamment le whist, et elle reçut même quelques compliments du sévère Phileas Fogg.
1539	XXVIII	Quant à l'inspecteur, il était tout simplement de première force, et digne de tenir tête au gentleman.
1540	XXVIII	«Maintenant, se dit Passepartout à lui-même, nous le tenons.
1540	XXVIII	Il ne bougera plus!»
1541	XXVIII	À onze heures du matin, le train avait atteint le point de partage des eaux des deux océans.
1541	XXVIII	C'était à Passe-Bridger, à une hauteur de sept mille cinq cent vingt-quatre pieds anglais au-dessus du niveau de la mer, un des plus hauts points touchés par le profil du tracé dans ce passage à travers les montagnes Rocheuses.
1541	XXVIII	Après deux cents milles environ, les voyageurs se trouveraient enfin sur ces longues plaines qui s'étendent jusqu'à l'Atlantique, et que la nature rendait si propices à l'établissement d'une voie ferrée.
1542	XXVIII	Sur le versant du bassin atlantique se développaient déjà les premiers rios, affluents ou sous-affluents de North-Platte-river.
1542	XXVIII	Tout l'horizon du nord et de l'est était couvert par cette immense courtine semi-circulaire, qui forme la portion septentrionale des Rocky-Mountains, dominée par le pic de Laramie.
1542	XXVIII	Entre cette courbure et la ligne de fer s'étendaient de vastes plaines, largement arrosées.
1542	XXVIII	Sur la droite du rail-road s'étageaient les premières rampes du massif montagneux qui s'arrondit au sud jusqu'aux sources de la rivière de l'Arkansas, l'un des grands tributaires du Missouri.
1543	XXVIII	À midi et demi, les voyageurs entrevoyaient un instant le fort Halleck, qui commande cette contrée.
1543	XXVIII	Encore quelques heures, et la traversée des montagnes Rocheuses serait accomplie.
1543	XXVIII	On pouvait donc espérer qu'aucun accident ne signalerait le passage du train à travers cette difficile région.
1543	XXVIII	La neige avait cessé de tomber.
1543	XXVIII	Le temps se mettait au froid sec.
1543	XXVIII	De grands oiseaux, effrayés par la locomotive, s'enfuyaient au loin.
1543	XXVIII	Aucun fauve, ours ou loup, ne se montrait sur la plaine.
1543	XXVIII	C'était le désert dans son immense nudité.
1544	XXVIII	Après un déjeuner assez confortable, servi dans le wagon même, Mr.
1544	XXVIII	Fogg et ses partenaires venaient de reprendre leur interminable whist, quand de violents coups de sifflet se firent entendre.
1544	XXVIII	Le train s'arrêta.
1545	XXVIII	Passepartout mit la tête à la portière et ne vit rien qui motivât cet arrêt.
1545	XXVIII	Aucune station n'était en vue.
1546	XXVIII	Mrs.
1546	XXVIII	Aouda et Fix purent craindre un instant que Mr.
1546	XXVIII	Fogg ne songeât à descendre sur la voie.
1546	XXVIII	Mais le gentleman se contenta de dire à son domestique:
1547	XXVIII	«Voyez donc ce que c'est.»
1548	XXVIII	Passepartout s'élança hors du wagon.
1548	XXVIII	Une quarantaine de voyageurs avaient déjà quitté leurs places, et parmi eux le colonel Stamp W.
1548	XXVIII	Proctor.
1549	XXVIII	Le train était arrêté devant un signal tourné au rouge qui fermait la voie.
1549	XXVIII	Le mécanicien et le conducteur, étant descendus, discutaient assez vivement avec un garde-voie, que le chef de gare de Medicine-Bow, la station prochaine, avait envoyé au-devant du train.
1549	XXVIII	Des voyageurs s'étaient approchés et prenaient part à la discussion,--entre autres le susdit colonel Proctor, avec son verbe haut et ses gestes impérieux.
1550	XXVIII	Passepartout, ayant rejoint le groupe, entendit le garde-voie qui disait:
1551	XXVIII	«Non!
1551	XXVIII	il n'y a pas moyen de passer!
1551	XXVIII	Le pont de Medicine-Bow est ébranlé et ne supporterait pas le poids du train.»
1552	XXVIII	Ce pont, dont il était question, était un pont suspendu, jeté sur un rapide, à un mille de l'endroit où le convoi s'était arrêté.
1552	XXVIII	Au dire du garde-voie, il menaçait ruine, plusieurs des fils étaient rompus, et il était impossible d'en risquer le passage.
1552	XXVIII	Le garde-voie n'exagérait donc en aucune façon en affirmant qu'on ne pouvait passer.
1552	XXVIII	Et d'ailleurs, avec les habitudes d'insouciance des Américains, on peut dire que, quand ils se mettent à être prudents, il y aurait folie à ne pas l'être.
1553	XXVIII	Passepartout, n'osant aller prévenir son maître, écoutait, les dents serrées, immobile comme une statue.
1554	XXVIII	«Ah çà!
1554	XXVIII	s'écria le colonel Proctor, nous n'allons pas, j'imagine, rester ici à prendre racine dans la neige!
1555	XXVIII	--Colonel, répondit le conducteur, on a télégraphié à la station d'Omaha pour demander un train, mais il n'est pas probable qu'il arrive à Medicine-Bow avant six heures.
1556	XXVIII	--Six heures!
1556	XXVIII	s'écria Passepartout.
1557	XXVIII	--Sans doute, répondit le conducteur.
1557	XXVIII	D'ailleurs, ce temps nous sera nécessaire pour gagner à pied la station.
1558	XXVIII	--À pied!
1558	XXVIII	s'écrièrent tous les voyageurs.
1559	XXVIII	--Mais à quelle distance est donc cette station?
1559	XXVIII	demanda l'un d'eux au conducteur.
1560	XXVIII	--À douze milles, de l'autre côté de la rivière.
1561	XXVIII	--Douze milles dans la neige!»
1561	XXVIII	s'écria Stamp W.
1561	XXVIII	Proctor.
1562	XXVIII	Le colonel lança une bordée de jurons, s'en prenant à la compagnie, s'en prenant au conducteur, et Passepartout, furieux, n'était pas loin de faire chorus avec lui.
1562	XXVIII	Il y avait là un obstacle matériel contre lequel échoueraient, cette fois, toutes les bank-notes de son maître.
1563	XXVIII	Au surplus, le désappointement était général parmi les voyageurs, qui, sans compter le retard, se voyaient obligés à faire une quinzaine de milles à travers la plaine couverte de neige.
1563	XXVIII	Aussi était-ce un brouhaha, des exclamations, des vociférations, qui auraient certainement attiré l'attention de Phileas Fogg, si ce gentleman n'eût été absorbé par son jeu.
1564	XXVIII	Cependant Passepartout se trouvait dans la nécessité de le prévenir, et, la tête basse, il se dirigeait vers le wagon, quand le mécanicien du train--un vrai Yankee, nommé Forster--, élevant la voix, dit:
1565	XXVIII	«Messieurs, il y aurait peut-être moyen de passer.
1566	XXVIII	--Sur le pont?
1566	XXVIII	répondit un voyageur.
1567	XXVIII	--Sur le pont.
1568	XXVIII	--Avec notre train?
1568	XXVIII	demanda le colonel.
1569	XXVIII	--Avec notre train.»
1570	XXVIII	Passepartout s'était arrêté, et dévorait les paroles du mécanicien.
1571	XXVIII	«Mais le pont menace ruine!
1571	XXVIII	reprit le conducteur.
1572	XXVIII	--N'importe, répondit Forster.
1572	XXVIII	Je crois qu'en lançant le train avec son maximum de vitesse, on aurait quelques chances de passer.
1573	XXVIII	--Diable!»
1573	XXVIII	fit Passepartout.
1574	XXVIII	Mais un certain nombre de voyageurs avaient été immédiatement séduits par la proposition.
1574	XXVIII	Elle plaisait particulièrement au colonel Proctor.
1574	XXVIII	Ce cerveau brûlé trouvait la chose très faisable.
1574	XXVIII	Il rappela même que des ingénieurs avaient eu l'idée de passer des rivières «sans pont» avec des trains rigides lancés à toute vitesse, etc.
1574	XXVIII	Et, en fin de compte, tous les intéressés dans la question se rangèrent à l'avis du mécanicien.
1575	XXVIII	«Nous avons cinquante chances pour passer, disait l'un.
1576	XXVIII	--Soixante, disait l'autre.
1577	XXVIII	--Quatre-vingts!... quatre-vingt-dix sur cent!»
1578	XXVIII	Passepartout était ahuri, quoiqu'il fût prêt à tout tenter pour opérer le passage du Medicine-creek, mais la tentative lui semblait un peu trop «américaine».
1579	XXVIII	«D'ailleurs, pensa-t-il, il y a une chose bien plus simple à faire, et ces gens-là n'y songent même pas!...»
1580	XXVIII	«Monsieur, dit-il à un des voyageurs, le moyen proposé par le mécanicien me paraît un peu hasardé, mais...
1581	XXVIII	--Quatre-vingts chances!
1581	XXVIII	répondit le voyageur, qui lui tourna le dos.
1582	XXVIII	--Je sais bien, répondit Passepartout en s'adressant à un autre gentleman, mais une simple réflexion...
1583	XXVIII	--Pas de réflexion, c'est inutile!
1583	XXVIII	répondit l'Américain interpellé en haussant les épaules, puisque le mécanicien assure qu'on passera!
1584	XXVIII	--Sans doute, reprit Passepartout, on passera, mais il serait peut-être plus prudent...
1585	XXVIII	--Quoi!
1585	XXVIII	prudent!
1585	XXVIII	s'écria le colonel Proctor, que ce mot, entendu par hasard, fit bondir.
1585	XXVIII	À grande vitesse, on vous dit!
1585	XXVIII	Comprenez-vous?
1585	XXVIII	À grande vitesse!
1586	XXVIII	--Je sais... je comprends..., répétait Passepartout, auquel personne ne laissait achever sa phrase, mais il serait, sinon plus prudent, puisque le mot vous choque, du moins plus naturel...
1587	XXVIII	--Qui?
1587	XXVIII	que?
1587	XXVIII	quoi?
1587	XXVIII	Qu'a-t-il donc celui-là avec son naturel?...» s'écria-t-on de toutes parts.
1588	XXVIII	Le pauvre garçon ne savait plus de qui se faire entendre.
1589	XXVIII	«Est-ce que vous avez peur?
1589	XXVIII	lui demanda le colonel Proctor.
1590	XXVIII	--Moi, peur!
1590	XXVIII	s'écria Passepartout.
1590	XXVIII	Eh bien, soit!
1590	XXVIII	Je montrerai à ces gens-là qu'un Français peut être aussi américain qu'eux!
1591	XXVIII	--En voiture!
1591	XXVIII	en voiture!
1591	XXVIII	criait le conducteur.
1592	XXVIII	--Oui!
1592	XXVIII	en voiture, répétait Passepartout, en voiture!
1592	XXVIII	Et tout de suite!
1592	XXVIII	Mais on ne m'empêchera pas de penser qu'il eût été plus naturel de nous faire d'abord passer à pied sur ce pont, nous autres voyageurs, puis le train ensuite!...»
1593	XXVIII	Mais personne n'entendit cette sage réflexion, et personne n'eût voulu en reconnaître la justesse.
1594	XXVIII	Les voyageurs étaient réintégrés dans leur wagon.
1594	XXVIII	Passepartout reprit sa place, sans rien dire de ce qui s'était passé.
1594	XXVIII	Les joueurs étaient tout entiers à leur whist.
1595	XXVIII	La locomotive siffla vigoureusement.
1595	XXVIII	Le mécanicien, renversant la vapeur, ramena son train en arrière pendant près d'un mille--, reculant comme un sauteur qui veut prendre son élan.
1596	XXVIII	Puis, à un second coup de sifflet, la marche en avant recommença: elle s'accéléra; bientôt la vitesse devint effroyable; on n'entendait plus qu'un seul hennissement sortant de la locomotive; les pistons battaient vingt coups à la seconde; les essieux des roues fumaient dans les boîtes à graisse.
1596	XXVIII	On sentait, pour ainsi dire, que le train tout entier, marchant avec une rapidité de cent milles à l'heure, ne pesait plus sur les rails.
1596	XXVIII	La vitesse mangeait la pesanteur.
1597	XXVIII	Et l'on passa!
1597	XXVIII	Et ce fut comme un éclair.
1597	XXVIII	On ne vit rien du pont.
1597	XXVIII	Le convoi sauta, on peut le dire, d'une rive à l'autre, et le mécanicien ne parvint à arrêter sa machine emportée qu'à cinq milles au-delà de la station.
1598	XXVIII	Mais à peine le train avait-il franchi la rivière, que le pont, définitivement ruiné, s'abîmait avec fracas dans le rapide de Medicine-Bow.
1599	XXIX	XXIX
1600	XXIX	OÙ IL SERA FAIT LE RÉCIT D'INCIDENTS DIVERS QUI NE SE RENCONTRENT QUE SUR LES RAIL-ROADS DE L'UNION
1601	XXIX	Le soir même, le train poursuivait sa route sans obstacles, dépassait le fort Sauders, franchissait la passe de Cheyenne et arrivait à la passe d'Evans.
1601	XXIX	En cet endroit, le rail-road atteignait le plus haut point du parcours, soit huit mille quatre-vingt-onze pieds au-dessus du niveau de l'océan.
1601	XXIX	Les voyageurs n'avaient plus qu'à descendre jusqu'à l'Atlantique sur ces plaines sans limites, nivelées par la nature.
1602	XXIX	Là se trouvait sur le «grand trunk» l'embranchement de Denver-city, la principale ville du Colorado.
1602	XXIX	Ce territoire est riche en mines d'or et d'argent, et plus de cinquante mille habitants y ont déjà fixé leur demeure.
1603	XXIX	À ce moment, treize cent quatre-vingt-deux milles avaient été faits depuis San Francisco, en trois jours et trois nuits.
1603	XXIX	Quatre nuits et quatre jours, selon toute prévision, devaient suffire pour atteindre New York.
1603	XXIX	Phileas Fogg se maintenait donc dans les délais réglementaires.
1604	XXIX	Pendant la nuit, on laissa sur la gauche le camp Walbah.
1604	XXIX	Le Lodge-pole-creek courait parallèlement à la voie, en suivant la frontière rectiligne commune aux États du Wyoming et du Colorado.
1604	XXIX	À onze heures, on entrait dans le Nebraska, on passait près du Sedgwick, et l'on touchait à Julesburgh, placé sur la branche sud de Platte-river.
1605	XXIX	C'est à ce point que se fit l'inauguration de l'Union Pacific Road, le 23 octobre 1867, et dont l'ingénieur en chef fut le général J.
1605	XXIX	M.
1605	XXIX	Dodge.
1605	XXIX	Là s'arrêtèrent les deux puissantes locomotives, remorquant les neuf wagons des invités, au nombre desquels figurait le vice-président, Mr.
1605	XXIX	Thomas C.
